ID Geography,Geography,Foreign-Born Citizens (2015),Foreign-Born Citizens (2016),Foreign-Born Citizens (2017),Foreign-Born Citizens (2018),Foreign-Born Citizens (2019),Foreign-Born Citizens (2020),Foreign-Born Citizens (2021),Foreign-Born Citizens (2022),Population (2013),Population (2014),Population (2015),Population (2016),Population (2017),Population (2018),Population (2019),Population (2020),Population (2021),Population (2022)
"50000US4817","Congressional District 17, TX",86277,86926,91006,93069,91956,93239,94544,71877,709510,719609,727840,738775,750555,764593,771317,790135,802448,777093
"50000US4818","Congressional District 18, TX",157001,159932,165085,169843,172697,178707,179296,182928,710407,723033,736283,749983,766074,776383,778625,789793,789886,768562
"50000US4819","Congressional District 19, TX",55541,55120,56692,59400,59163,60279,60281,64306,703351,708764,713951,718947,721822,725504,727765,731230,728159,766171
"50000US4820","Congressional District 20, TX",110136,113344,116021,118177,120371,120442,117137,118091,713976,729581,749530,762155,776926,798543,809092,823263,798649,797033
"50000US4821","Congressional District 21, TX",69593,72335,75313,78523,82173,79821,82521,67028,714289,730229,746822,762036,777686,795908,810719,826791,826193,764786
"50000US4822","Congressional District 22, TX",187549,197226,207430,222666,232424,238023,248143,176128,725946,754107,786002,814295,844913,880197,911440,941210,961113,781040
"50000US4823","Congressional District 23, TX",124557,126580,127546,128394,127648,129702,134368,114896,713442,725712,730817,741364,752067,760106,769173,767109,806245,745532
"50000US4824","Congressional District 24, TX",169072,173301,182136,189298,198883,204054,207541,108337,720793,733485,747381,759717,774968,789219,802353,813614,809110,756184
"50000US4825","Congressional District 25, TX",60858,60831,60137,60227,61410,62118,66873,80966,718722,727461,738761,746615,755821,768407,783085,804296,832621,778250
"50000US4826","Congressional District 26, TX",92289,97746,104490,107331,114960,120972,125993,115622,725214,746163,771286,796179,823749,848154,874507,901361,923492,775735
"50000US4827","Congressional District 27, TX",58539,59668,60852,63950,66380,64294,64278,62501,704490,711777,719002,726807,732212,737102,740124,740663,739341,768203
"50000US4828","Congressional District 28, TX",160114,158691,159404,157946,155826,153894,153922,125006,710874,721585,730332,735440,742188,750331,750087,759810,770051,764122
"50000US4829","Congressional District 29, TX",240205,242363,245504,246937,244094,243385,237015,248436,715491,722730,730411,729879,740295,745389,745825,739994,734456,774018
"50000US4830","Congressional District 30, TX",125798,129623,132565,136644,139269,134742,137966,128158,709475,721420,733277,745784,760204,776026,782114,788685,789297,771989
"50000US4831","Congressional District 31, TX",77182,80095,84117,89379,94746,100195,106102,77384,719948,739671,759528,782478,806513,829808,856506,884928,914699,780858
"50000US4832","Congressional District 32, TX",151212,155594,161451,169188,171850,173737,171889,202614,709158,720276,732953,742056,752654,764700,774063,780503,771112,758895
"50000US4833","Congressional District 33, TX",235037,235229,236555,241678,242600,231964,231346,249710,706780,716203,720668,719958,727777,736783,739374,738970,727423,776063
"50000US4834","Congressional District 34, TX",145822,143364,141843,140266,135657,132062,131638,168215,705858,712594,717149,718321,720989,722603,721500,719488,712253,774101
"50000US4835","Congressional District 35, TX",127545,128368,130613,132692,132954,126784,124939,123929,714116,737816,758070,777259,795361,806895,825790,830798,805089,768499
"50000US4836","Congressional District 36, TX",73778,74833,74857,75774,78671,78954,81781,99232,709653,715087,719530,724245,726915,736668,743455,748782,759111,762290
"50000US4901","Congressional District 1, UT",42959,42859,42328,43160,42842,43176,43840,50131,700815,710364,720434,730389,740424,751772,762720,773796,792511,822008
"50000US4902","Congressional District 2, UT",70062,70376,70218,72424,74476,73422,73400,86097,699359,708271,718869,727562,739470,752756,766444,781231,792727,823538
"50000US4903","Congressional District 3, UT",51780,52183,53372,54609,56186,57462,58349,64234,702059,710861,720828,732869,740511,749828,761759,770532,778400,813368
"50000US4904","Congressional District 4, UT",77991,79364,82217,86343,88344,90478,97868,73743,711440,728615,743248,757607,773536,790994,805925,825680,867732,824895
"50000US5000","Congressional District (at Large), VT",26676,27559,28213,28992,29328,28468,28005,27242,625904,626358,626604,626249,624636,624977,624313,624340,641637,643816
"50000US5101","Congressional District 1, VA",65658,63623,66718,67668,71147,77758,81699,63856,741896,751039,757549,767681,776151,785774,793627,800745,816464,789933
"50000US5102","Congressional District 2, VA",59999,61596,61766,64182,64076,65707,64329,57916,724953,729703,736280,739007,738962,738568,738524,739205,747365,783084
"50000US5103","Congressional District 3, VA",38704,39089,39901,39932,41586,43373,44666,49809,740448,742508,741771,738466,738417,738833,739947,740270,752479,778421
"50000US5104","Congressional District 4, VA",36814,36610,37483,38640,39873,41125,43213,57278,733796,738714,743687,754069,760613,765419,770323,775135,785406,784211
"50000US5105","Congressional District 5, VA",31372,31302,32105,33772,33202,33161,34292,33763,727039,729232,731594,731805,733693,734216,735069,739280,741491,789918
"50000US5106","Congressional District 6, VA",38357,39943,40491,41331,41132,41008,40738,45879,733703,737148,740643,744504,746117,750774,753338,756347,759456,783906
"50000US5107","Congressional District 7, VA",65232,70840,72637,76546,77503,79029,80458,119505,736026,746349,756666,762523,769141,777354,785194,798194,811302,786030
"50000US5108","Congressional District 8, VA",220964,223290,227926,230913,231453,224869,220177,211314,741105,757331,772740,778376,787232,792945,798227,800273,796645,778819
"50000US5109","Congressional District 9, VA",19919,19167,18901,18414,18328,19304,18966,24077,723672,722813,721066,717480,714326,711468,707798,705034,698788,785903
"50000US5110","Congressional District 10, VA",158830,163466,172055,177903,182185,192608,198307,184743,751122,767831,782678,796568,813785,826914,838538,853906,869926,783536
"50000US5111","Congressional District 11, VA",230820,237607,245017,248893,251109,250554,250092,233272,746893,762463,771956,779822,787515,791509,793878,800969,803157,780750
"50000US5301","Congressional District 1, WA",109328,113509,119129,122533,129021,137087,143462,183491,684234,697086,706079,716614,729667,742135,754006,768331,778963,768493
"50000US5302","Congressional District 2, WA",96315,98141,101343,106833,109686,114544,114987,103532,678741,685784,696458,706518,715426,730430,741822,753529,758640,770694
"50000US5303","Congressional District 3, WA",56544,58995,60018,60919,63094,64513,67394,67458,679270,685412,692893,699966,708507,719101,730720,743780,762407,770201
"50000US5304","Congressional District 4, WA",114129,114584,116702,117771,119903,119008,121241,124505,682322,691843,699457,704697,711057,719814,725467,732957,744547,769380
"50000US5305","Congressional District 5, WA",40482,39598,40120,40928,41772,41434,40991,43938,676586,680713,685344,691150,696562,705266,714669,724483,742007,773672
"50000US5306","Congressional District 6, WA",45972,45737,46023,47942,47588,47844,49406,54277,677416,678377,680773,686051,689399,698764,709226,719626,729130,771582
"50000US5307","Congressional District 7, WA",111572,116225,120536,128381,136130,144734,141678,141716,686251,699468,713395,729532,746893,768042,782676,798799,787902,765336
"50000US5308","Congressional District 8, WA",87804,91256,95691,101946,107567,111405,119581,107239,687373,691393,705178,713794,725674,737080,751143,758134,772133,768045
"50000US5309","Congressional District 9, WA",203578,208233,216068,219685,225086,228845,234468,222781,682076,694619,705071,714192,726425,738464,746443,750506,765280,762237
"50000US5310","Congressional District 10, WA",71869,70928,70907,74063,76713,80262,83350,86678,685310,694428,700816,710632,720357,735240,747935,762320,776355,768909
"50000US5401","Congressional District 1, WV",9977,10551,11148,11252,11419,11234,10379,10038,616974,617878,617868,617075,615449,614325,611109,608716,604226,893959
"50000US5402","Congressional District 2, WV",12229,12453,12536,12780,13120,12873,13186,18744,622552,624133,624926,625142,623720,623350,622065,621458,621999,899008
"50000US5501","Congressional District 1, WI",36676,37355,37618,37322,38597,41051,42206,47342,712056,713727,714836,715455,716303,717432,718226,719909,725418,733336
"50000US5502","Congressional District 2, WI",49269,50792,53143,53987,55971,54846,56801,51487,719912,726365,734213,741376,747025,754999,762159,768381,783230,735105
"50000US5503","Congressional District 3, WI",17087,17321,18014,19395,19900,19603,19530,19254,712838,715142,716980,718576,718086,719855,721298,723425,731014,735541
"50000US5504","Congressional District 4, WI",68416,68120,67587,69555,69869,70085,68301,70940,712768,714688,716353,715266,715308,713066,710311,708155,696075,731384
"50000US5505","Congressional District 5, WI",34538,34782,35103,36174,34982,35308,36902,34145,713484,715229,717385,719342,720844,723040,725071,727631,732692,738618
"50000US5506","Congressional District 6, WI",24970,26001,26376,26594,26682,26963,27597,27574,711216,711646,711964,712501,712513,713439,713539,714867,725311,734872
"50000US5507","Congressional District 7, WI",15570,15719,15787,16263,16103,15701,15975,16660,710298,710394,709686,709035,707988,708307,709130,711161,729683,737082
"50000US5508","Congressional District 8, WI",26859,27145,27760,28086,27613,27630,27754,26906,714299,717501,720700,723247,725150,728256,730982,733446,748238,736190
"50000US5600","Congressional District (at Large), WY",20605,20712,20719,20292,19998,19287,19670,19677,570134,575251,579679,583029,583200,581836,581024,581348,576641,577929
"50000US7298","Resident Commissioner District (at Large), PR",,,,,,,,,3682966,3638965,3583073,3529385,3468963,3386941,3318447,3255642,3311274,3272382
"50000US0653","Congressional District 53, CA",171726,172416,173436,174380,176789,168375,166184,,721393,732283,745567,753024,761273,769137,774603,769064,770304,
"50000US1718","Congressional District 18, IL",26173,26555,27328,27189,26785,26890,27210,,717252,716880,715977,713836,711884,707835,705247,700594,702540,
"50000US2600","Congressional Districts not defined, MI",,,,0,,0,0,,,,,,,0,,0,0,
"50000US2614","Congressional District 14, MI",69567,69013,69030,72126,72425,71950,72949,,704901,698206,695069,692259,692552,691955,691180,688778,693261,
"50000US3000","Congressional District (at Large), MT",20985,20912,21771,22685,23048,23321,23561,,998554,1006370,1014699,1023391,1029862,1041732,1050649,1061705,1077978,
"50000US3627","Congressional District 27, NY",24872,24609,24085,24072,23531,23252,23214,,717390,718854,719351,719191,718095,715792,715340,715117,720710,
"50000US3916","Congressional District 16, OH",37844,37772,37965,38609,40359,39559,41345,,720969,722477,722377,722007,722933,722281,720291,717781,734995,
"50000US4218","Congressional District 18, PA",24866,25198,25041,41483,43337,44316,45571,,707544,707884,707775,706815,704815,699856,696074,693130,701546,
"50000US5403","Congressional District 3, WV",6159,5904,5894,5608,5632,5477,5299,,614093,611870,608626,603875,597674,591379,584131,577252,574824,
